mgra_13,cocpa_13,jurisdiction_2015,jurisdiction_2016,cicpa_13
21441,1904,19,19,NULL
6393,NULL,14,14,1447
8557,NULL,2,2,NULL
10721,NULL,5,5,NULL
14806,NULL,12,12,NULL
15639,1953,19,19,NULL
16970,1909,19,19,NULL
17803,1909,19,19,NULL
3296,NULL,14,14,1430
4919,NULL,14,14,1415
5460,NULL,14,14,1406
7083,NULL,14,14,1433
7624,NULL,11,11,NULL
16280,1955,19,19,NULL
16821,NULL,18,18,NULL
18444,NULL,15,15,NULL
18985,NULL,7,7,NULL
2277,NULL,14,14,1428
3250,NULL,14,14,1430
7209,NULL,14,14,1425
8205,NULL,2,2,NULL
9201,1921,19,19,NULL
10080,NULL,5,5,NULL
15035,NULL,12,12,NULL
17574,NULL,18,18,NULL
18570,NULL,15,15,NULL
19566,NULL,7,7,NULL
239,NULL,14,14,1442
1235,NULL,14,14,1457
2231,NULL,14,14,1428
5148,NULL,14,14,1415
13137,NULL,17,17,NULL
16054,1912,19,19,NULL
17050,NULL,12,12,NULL
18046,NULL,1,1,NULL
757,NULL,14,14,1456
6167,NULL,14,14,1419
7163,NULL,14,14,1425
11122,1907,19,19,NULL
12118,NULL,13,13,NULL
17528,NULL,18,18,NULL
22483,1919,19,19,NULL
2772,NULL,14,14,1404
5689,NULL,14,14,1450
7687,NULL,11,11,NULL
11600,1914,19,19,NULL
13592,NULL,6,6,NULL
14179,NULL,1,1,NULL
16509,1920,19,19,NULL
18092,NULL,1,1,NULL
20107,1914,19,19,NULL
20445,1914,19,19,NULL
2818,NULL,14,14,1404
4810,NULL,14,14,1415
13638,NULL,6,6,NULL
19048,NULL,7,7,NULL
3751,NULL,14,14,1427
4292,NULL,14,14,1410
15112,NULL,12,12,NULL
15653,1953,19,19,NULL
21919,1908,19,19,NULL
717,NULL,14,14,1458
12078,NULL,14,14,1405
13701,NULL,6,6,NULL
15576,1953,19,19,NULL
17033,1909,19,19,NULL
18029,NULL,15,15,NULL
19904,NULL,7,7,NULL
7641,NULL,11,11,NULL
10558,NULL,5,5,NULL
10644,NULL,5,5,NULL
21965,1908,19,19,NULL
22546,NULL,14,14,1430
671,NULL,14,14,1456
1298,NULL,14,14,1468
2294,NULL,14,14,1428
5626,NULL,14,14,1450
6622,NULL,14,14,1420
12032,NULL,14,14,1429
12659,NULL,6,6,NULL
13655,NULL,6,6,NULL
16987,1909,19,19,NULL
17983,NULL,1,1,NULL
2191,NULL,14,14,1408
4355,NULL,14,14,1410
8683,NULL,2,2,NULL
9021,1919,19,19,NULL
11185,1907,19,19,NULL
15175,NULL,12,12,NULL
15513,1952,19,19,NULL
19503,NULL,7,7,NULL
21424,1904,19,19,NULL
21667,1904,19,19,NULL
22005,1908,19,19,NULL
176,NULL,14,14,1442
2340,NULL,14,14,1408
6668,NULL,14,14,1420
3814,NULL,14,14,1427
8142,NULL,2,2,NULL
10306,NULL,5,5,NULL
13552,NULL,6,6,NULL
15716,1953,19,19,NULL
20044,NULL,7,7,NULL
419,NULL,14,14,1428
1862,NULL,14,14,1469
2881,NULL,14,14,1442
3877,NULL,14,14,1427
4873,NULL,14,14,1415
7578,NULL,11,11,NULL
11537,NULL,13,13,NULL
12533,NULL,13,13,NULL
14242,NULL,1,1,NULL
15238,NULL,12,12,NULL
20193,1914,19,19,NULL
22898,NULL,11,11,NULL
6582,NULL,14,14,1420
5563,NULL,14,14,1406
8480,NULL,2,2,NULL
9805,NULL,9,9,NULL
13223,NULL,17,17,NULL
16469,1909,19,19,NULL
17465,1909,18,18,NULL
20382,1914,19,19,NULL
4567,NULL,14,14,1429
4089,NULL,14,14,1410
6794,NULL,14,14,1486
7790,NULL,11,11,NULL
9499,NULL,9,9,NULL
10495,NULL,5,5,NULL
15450,1953,19,19,NULL
18155,NULL,1,1,NULL
19151,1909,7,7,NULL
20860,1951,19,19,NULL
21856,1908,19,19,NULL
3187,NULL,14,14,1430
5108,NULL,14,14,1415
5351,NULL,14,14,1406
7100,1911,19,19,NULL
7272,NULL,8,8,NULL
9264,NULL,10,10,NULL
13764,NULL,6,6,NULL
15928,1955,19,19,NULL
22420,1906,19,19,NULL
608,NULL,14,14,1458
1172,NULL,14,14,1457
3336,NULL,14,14,1430
17943,NULL,18,18,NULL
482,NULL,14,14,1428
2646,NULL,14,14,1404
22334,1906,19,19,NULL
1086,NULL,14,14,1458
1713,NULL,14,14,1444
2709,NULL,14,14,1404
5414,NULL,14,14,1406
6041,NULL,14,14,1406
7037,NULL,14,14,1426
21730,1904,19,19,NULL
8746,NULL,2,2,NULL
9742,NULL,9,9,NULL
10369,NULL,5,5,NULL
13074,NULL,4,4,NULL
14697,NULL,12,12,NULL
17402,NULL,18,18,NULL
2403,NULL,14,14,1469
3399,NULL,14,14,1430
6731,NULL,14,14,1420
7727,NULL,11,11,NULL
10973,NULL,16,16,NULL
11059,1907,19,19,NULL
15301,1954,19,19,NULL
18633,NULL,7,7,NULL
19629,NULL,7,7,NULL
22961,NULL,1,1,NULL
4630,NULL,14,14,1440
6253,NULL,14,14,1435
8958,1919,19,19,NULL
11663,NULL,14,14,1434
13286,1915,19,19,NULL
15991,1912,19,19,NULL
17614,NULL,1,1,NULL
20319,1914,19,19,NULL
1776,NULL,14,14,1444
3940,NULL,14,14,1427
6104,NULL,14,14,1419
8268,NULL,2,2,NULL
10432,NULL,5,5,NULL
12596,NULL,14,14,1403
14760,NULL,12,12,NULL
16924,1952,19,19,NULL
19088,NULL,15,15,NULL
21252,1922,19,19,NULL
4,NULL,14,14,1442
2775,NULL,14,14,1404
15510,1952,19,19,NULL
18427,NULL,15,15,NULL
19755,1909,19,19,NULL
22672,NULL,14,14,1465
1424,1921,19,19,NULL
7043,NULL,14,14,1426
8371,NULL,2,2,NULL
9914,NULL,9,9,NULL
11242,1907,19,19,NULL
16861,NULL,18,18,NULL
8563,NULL,2,2,NULL
9722,NULL,9,9,NULL
9891,NULL,9,9,NULL
12808,1915,19,19,NULL
4126,NULL,14,14,1410
8417,NULL,2,2,NULL
14159,NULL,1,1,NULL
21106,1922,19,19,NULL
5523,NULL,14,14,1406
6851,NULL,14,14,1433
8517,NULL,2,2,NULL
15679,1953,19,19,NULL
19586,NULL,7,7,NULL
4172,NULL,14,14,1441
4295,NULL,14,14,1410
7166,NULL,14,14,1425
18281,NULL,15,15,NULL
5646,NULL,14,14,1450
5815,NULL,14,14,1412
6897,NULL,14,14,1433
18381,NULL,15,15,NULL
6997,NULL,14,14,1426
7120,1911,19,19,NULL
8202,NULL,2,2,NULL
16907,1952,19,19,NULL
17030,1909,19,19,NULL
18235,NULL,15,15,NULL
4441,NULL,14,14,1421
5769,NULL,14,14,1412
8686,NULL,2,2,NULL
12516,NULL,13,13,NULL
13844,NULL,6,6,NULL
21421,1904,19,19,NULL
5377,NULL,14,14,1406
8248,NULL,2,2,NULL
12908,NULL,1,1,NULL
17199,NULL,12,12,NULL
21029,1951,19,19,NULL
13890,NULL,6,6,NULL
8640,1918,19,19,NULL
4249,NULL,14,14,1427
5331,NULL,14,14,1406
12954,1915,19,19,NULL
14036,NULL,6,6,NULL
14282,NULL,1,1,NULL
15364,1953,19,19,NULL
19901,1909,19,19,NULL
20983,1951,19,19,NULL
1693,1918,19,19,NULL
3857,NULL,14,14,1427
9768,NULL,9,9,NULL
11434,NULL,14,14,1431
12762,1915,19,19,NULL
22503,1906,19,19,NULL
8832,1921,19,19,NULL
10160,1907,19,19,NULL
10996,NULL,16,16,NULL
12324,NULL,13,13,NULL
13990,NULL,6,6,NULL
22941,NULL,1,1,NULL
1647,NULL,11,11,NULL
2729,NULL,14,14,1404
3811,NULL,14,14,1427
11388,NULL,13,13,NULL
12470,NULL,13,13,NULL
173,NULL,14,14,1442
1255,NULL,14,14,1438
2337,NULL,14,14,1408
10206,1901,19,19,NULL
11288,1907,19,19,NULL
12370,NULL,13,13,NULL
22895,NULL,11,11,NULL
3688,NULL,14,14,1418
6605,NULL,14,14,1420
10850,NULL,16,16,NULL
11680,NULL,14,14,1464
5254,NULL,14,14,1406
12201,NULL,14,14,1405
15902,1955,19,19,NULL
19363,1909,19,19,NULL
1816,1921,19,19,NULL
5062,NULL,14,14,1415
7481,NULL,3,3,NULL
14551,NULL,12,12,NULL
17468,NULL,18,18,NULL
17797,NULL,12,12,NULL
20714,1922,19,19,NULL
3167,NULL,14,14,1430
6413,NULL,14,14,1447
11872,NULL,14,14,1431
13077,NULL,4,4,NULL
15118,NULL,12,12,NULL
22188,1902,19,19,NULL
3359,NULL,14,14,1423
14428,NULL,12,12,NULL
16592,1920,19,19,NULL
18673,1920,19,19,NULL
20837,1914,19,19,NULL
2008,NULL,14,14,1469
7289,NULL,8,8,NULL
9453,NULL,9,9,NULL
16117,1912,19,19,NULL
4564,NULL,14,14,1429
4733,NULL,14,14,1441
6728,NULL,14,14,1420
7810,NULL,11,11,NULL
7979,NULL,2,2,NULL
17299,NULL,18,18,NULL
19463,1909,19,19,NULL
20545,1914,19,19,NULL
5915,NULL,14,14,1406
6038,NULL,14,14,1406
8079,NULL,2,2,NULL
9161,1921,19,19,NULL
14743,NULL,12,12,NULL
15825,1953,19,19,NULL
17989,NULL,1,1,NULL
2022,NULL,14,14,1469
10429,NULL,5,5,NULL
20508,1914,19,19,NULL
1524,NULL,14,14,1444
3090,NULL,14,14,1414
3588,NULL,14,14,1423
6207,NULL,14,14,1435
10037,NULL,5,5,NULL
10535,NULL,5,5,NULL
2898,NULL,14,14,1442
3980,NULL,14,14,1427
6399,NULL,14,14,1447
9645,NULL,9,9,NULL
10727,1907,19,19,NULL
15633,1953,19,19,NULL
16715,1909,19,19,NULL
18550,NULL,15,15,NULL
19632,NULL,7,7,NULL
11995,NULL,14,14,1429
15241,NULL,12,12,NULL
16323,1920,19,19,NULL
18942,NULL,7,7,NULL
20024,1909,19,19,NULL
442,NULL,14,14,1428
940,NULL,14,14,1457
2606,NULL,14,14,1404
4770,NULL,14,14,1415
11511,NULL,14,14,1431
21590,1904,19,19,NULL
342,NULL,14,14,1428
2506,NULL,14,14,1404
8955,1919,19,19,NULL
11119,1907,19,19,NULL
13283,1915,19,19,NULL
21982,1902,19,19,NULL
19134,NULL,7,7,NULL
20216,1914,19,19,NULL
21298,1922,19,19,NULL
22380,1901,19,19,NULL
50,NULL,14,14,1442
1132,NULL,14,14,1457
2214,NULL,14,14,1408
20608,1914,19,19,NULL
21690,1904,19,19,NULL
22772,NULL,11,11,NULL
3605,NULL,14,14,1423
6522,NULL,14,14,1420
11763,NULL,14,14,1464
14680,NULL,12,12,NULL
16008,1912,19,19,NULL
18925,NULL,7,7,NULL
379,NULL,14,14,1428
7541,NULL,11,11,NULL
7873,1999,19,19,NULL
10744,NULL,5,5,NULL
17906,NULL,18,18,NULL
1899,NULL,14,14,1468
4816,NULL,14,14,1415
11809,1915,19,19,NULL
13469,NULL,6,6,NULL
18879,NULL,7,7,NULL
19211,NULL,15,15,NULL
22128,1902,19,19,NULL
425,NULL,14,14,1428
880,NULL,14,14,1456
10790,NULL,16,16,NULL
16200,1953,19,19,NULL
17405,NULL,18,18,NULL
17737,NULL,18,18,NULL
6353,NULL,14,14,1447
9015,1921,19,19,NULL
12264,NULL,14,14,1409
13515,NULL,6,6,NULL
15181,NULL,12,12,NULL
18756,1909,19,19,NULL
21673,1904,19,19,NULL
2131,NULL,14,14,1469
3797,NULL,14,14,1427
5125,NULL,14,14,1415
10289,NULL,5,5,NULL
11617,NULL,14,14,1434
14820,NULL,12,12,NULL
233,NULL,14,14,1442
3651,NULL,14,14,1418
9061,1921,19,19,NULL
15135,NULL,12,12,NULL
16217,1912,19,19,NULL
21627,1904,19,19,NULL
13661,NULL,6,6,NULL
14989,NULL,12,12,NULL
19071,NULL,7,7,NULL
20153,1914,19,19,NULL
20399,1914,19,19,NULL
21481,1951,19,19,NULL
8188,NULL,2,2,NULL
9516,NULL,9,9,NULL
10097,NULL,5,5,NULL
13014,1915,19,19,NULL
13346,1915,19,19,NULL
16263,1912,19,19,NULL
17674,NULL,18,18,NULL
20591,1914,19,19,NULL
1049,NULL,14,14,1457
9078,1921,19,19,NULL
13406,NULL,6,6,NULL
13738,NULL,6,6,NULL
17236,NULL,18,18,NULL
2981,NULL,14,14,1414
20293,1914,19,19,NULL
22297,1901,19,19,NULL
9708,NULL,9,9,NULL
16655,1920,19,19,NULL
17282,NULL,18,18,NULL
5440,NULL,14,14,1406
7604,NULL,11,11,NULL
9270,NULL,10,10,NULL
10598,NULL,5,5,NULL
11932,1915,19,19,NULL
13598,NULL,6,6,NULL
14926,NULL,12,12,NULL
15762,1953,19,19,NULL
17090,NULL,12,12,NULL
7996,NULL,2,2,NULL
9662,NULL,9,9,NULL
11826,1915,19,19,NULL
14488,NULL,12,12,NULL
16154,1920,19,19,NULL
6960,NULL,2,2,NULL
8042,NULL,2,2,NULL
9124,1921,19,19,NULL
13452,NULL,6,6,NULL
14534,NULL,12,12,NULL
7435,NULL,3,3,NULL
7933,NULL,2,2,NULL
10352,NULL,5,5,NULL
14099,NULL,1,1,NULL
14597,NULL,12,12,NULL
22755,NULL,11,11,NULL
2715,NULL,14,14,1404
3213,NULL,14,14,1430
11371,NULL,13,13,NULL
15072,NULL,12,12,NULL
21736,1904,19,19,NULL
22234,1901,19,19,NULL
488,NULL,14,14,1428
817,NULL,14,14,1456
3734,NULL,14,14,1427
18129,NULL,1,1,NULL
21046,1951,19,19,NULL
21215,1922,19,19,NULL
1507,NULL,14,14,1468
5208,NULL,14,14,1441
8454,NULL,2,2,NULL
18819,NULL,7,7,NULL
22065,1908,19,19,NULL
22520,1906,19,19,NULL
2523,NULL,14,14,1404
4189,NULL,14,14,1441
4687,NULL,14,14,1441
10681,1903,19,19,NULL
11179,1907,19,19,NULL
11351,NULL,13,13,NULL
12845,NULL,6,6,NULL
17345,NULL,18,18,NULL
17843,1909,19,19,NULL
19509,NULL,7,7,NULL
20007,1909,19,19,NULL
5961,NULL,14,14,1406
6459,NULL,14,14,1420
8125,NULL,2,2,NULL
8623,NULL,2,2,NULL
1315,NULL,14,14,1468
13907,NULL,6,6,NULL
16071,1912,19,19,NULL
17153,NULL,12,12,NULL
19317,NULL,7,7,NULL
22563,NULL,14,14,1430
5271,NULL,14,14,1406
9599,NULL,9,9,NULL
12433,NULL,13,13,NULL
13927,NULL,6,6,NULL
16761,1952,18,18,NULL
21089,1914,19,19,NULL
4879,NULL,14,14,1415
9207,1921,19,19,NULL
15742,1953,19,19,NULL
19572,NULL,7,7,NULL
20070,NULL,7,7,NULL
1570,NULL,14,14,1444
2652,NULL,14,14,1404
5898,NULL,14,14,1406
6980,NULL,14,14,1426
19964,1909,19,19,NULL
1962,NULL,14,14,1468
3044,NULL,14,14,1414
6290,NULL,14,14,1447
7372,NULL,3,3,NULL
16824,NULL,18,18,NULL
18490,NULL,15,15,NULL
18988,NULL,7,7,NULL
20654,1902,19,19,NULL
22818,NULL,11,11,NULL
21152,1922,19,19,NULL
986,NULL,14,14,1456
2068,NULL,14,14,1469
3150,NULL,14,14,1430
4232,NULL,14,14,1410
5314,NULL,14,14,1406
17216,NULL,18,18,NULL
18298,NULL,15,15,NULL
19380,NULL,7,7,NULL
20462,1914,19,19,NULL
21544,1904,19,19,NULL
22626,NULL,14,14,1430
296,NULL,14,14,1442
1378,NULL,14,14,1444
2460,NULL,14,14,1402
3542,NULL,14,14,1430
4624,NULL,14,14,1440
5706,NULL,14,14,1406
6788,NULL,14,14,1486
190,NULL,14,14,1442
12261,NULL,14,14,1409
15178,NULL,12,12,NULL
20087,1914,19,19,NULL
877,NULL,14,14,1456
1756,NULL,14,14,1444
6711,NULL,14,14,1420
8703,NULL,2,2,NULL
9582,NULL,9,9,NULL
11574,NULL,13,13,NULL
16529,1920,19,19,NULL
17408,NULL,18,18,NULL
5145,NULL,14,14,1415
8062,NULL,2,2,NULL
10223,NULL,5,5,NULL
13140,NULL,17,17,NULL
15132,NULL,12,12,NULL
20133,1914,19,19,NULL
22125,1902,19,19,NULL
3794,NULL,14,14,1427
8749,1921,19,19,NULL
9536,NULL,9,9,NULL
10741,1907,19,19,NULL
14491,NULL,12,12,NULL
19446,NULL,7,7,NULL
21438,1904,19,19,NULL
359,NULL,14,14,1428
2274,NULL,14,14,1428
10100,1919,19,19,NULL
11102,1907,19,19,NULL
13017,1915,19,19,NULL
13094,NULL,4,4,NULL
20920,1922,19,19,NULL
10787,NULL,16,16,NULL
13658,NULL,6,6,NULL
21484,1904,19,19,NULL
21607,1904,19,19,NULL
236,NULL,14,14,1442
11056,1907,19,19,NULL
12138,NULL,13,13,NULL
20966,1951,19,19,NULL
22958,NULL,1,1,NULL
1710,NULL,14,14,1444
11620,NULL,14,14,1434
22440,1919,19,19,NULL
1441,NULL,14,14,1444
4109,NULL,14,14,1427
4358,NULL,14,14,1410
9018,NULL,9,9,NULL
9267,NULL,10,10,NULL
12184,NULL,13,13,NULL
17093,NULL,12,12,NULL
22002,1908,19,19,NULL
754,NULL,14,14,1456
4750,NULL,14,14,1441
9705,NULL,9,9,NULL
12576,NULL,13,13,NULL
17531,NULL,18,18,NULL
17734,NULL,18,18,NULL
22689,NULL,14,14,1421
3230,NULL,14,14,1430
4063,NULL,14,14,1410
4312,NULL,14,14,1441
15965,1912,19,19,NULL
17047,NULL,12,12,NULL
19051,NULL,7,7,NULL
2589,NULL,14,14,1404
3671,NULL,14,14,1418
9659,NULL,9,9,NULL
15573,1953,19,19,NULL
18364,NULL,15,15,NULL
3276,NULL,14,14,1430
5191,NULL,14,14,1441
8185,NULL,2,2,NULL
14096,NULL,1,1,NULL
16011,1912,19,19,NULL
16260,1912,19,19,NULL
19005,NULL,7,7,NULL
21169,1922,19,19,NULL
5629,NULL,14,14,1450
5832,NULL,14,14,1412
7793,NULL,11,11,NULL
16652,1920,19,19,NULL
18613,NULL,15,15,NULL
5583,NULL,14,14,1406
6665,NULL,14,14,1420
7747,NULL,11,11,NULL
17485,1909,19,19,NULL
18567,NULL,15,15,NULL
19649,NULL,7,7,NULL
2194,NULL,14,14,1469
6273,NULL,14,14,1482
7103,1911,19,19,NULL
8265,NULL,2,2,NULL
11182,1907,19,19,NULL
14929,NULL,12,12,NULL
19838,1909,19,19,NULL
4186,NULL,14,14,1441
3545,NULL,14,14,1430
6914,NULL,14,14,1433
15570,1953,19,19,NULL
19695,NULL,7,7,NULL
22566,NULL,14,14,1430
156,NULL,14,14,1442
485,NULL,14,14,1428
3402,NULL,14,14,1430
9141,1921,19,19,NULL
12058,NULL,14,14,1405
12891,NULL,6,6,NULL
16137,1920,19,19,NULL
4876,NULL,14,14,1415
9831,NULL,9,9,NULL
13532,NULL,6,6,NULL
16778,1952,19,19,NULL
18487,NULL,15,15,NULL
20528,1914,19,19,NULL
21733,1904,19,19,NULL
7936,NULL,2,2,NULL
1836,NULL,14,14,1469
1959,NULL,14,14,1469
8500,NULL,2,2,NULL
10492,NULL,5,5,NULL
10664,NULL,5,5,NULL
12656,NULL,6,6,NULL
19320,NULL,7,7,NULL
1318,NULL,14,14,1468
9974,NULL,5,5,NULL
13220,NULL,17,17,NULL
21876,1908,19,19,NULL
628,NULL,14,14,1458
2792,NULL,14,14,1442
3874,NULL,14,14,1427
6101,NULL,14,14,1435
6350,NULL,14,14,1420
20259,1914,19,19,NULL
3041,NULL,14,14,1414
5709,NULL,14,14,1406
11746,1915,19,19,NULL
14365,NULL,1,1,NULL
18693,NULL,7,7,NULL
20402,1914,19,19,NULL
7418,NULL,3,3,NULL
1238,NULL,14,14,1438
2320,NULL,14,14,1408
5317,NULL,14,14,1406
8059,NULL,2,2,NULL
10976,NULL,16,16,NULL
11305,1907,19,19,NULL
22878,NULL,11,11,NULL
21043,1951,19,19,NULL
12387,NULL,13,13,NULL
13973,NULL,6,6,NULL
14222,NULL,1,1,NULL
15055,NULL,18,18,NULL
15304,1954,19,19,NULL
19961,1909,19,19,NULL
1630,1918,19,19,NULL
2712,NULL,14,14,1404
5958,NULL,14,14,1406
6585,NULL,14,14,1420
7667,NULL,11,11,NULL
10913,NULL,16,16,NULL
14614,NULL,12,12,NULL
15696,1953,19,19,NULL
19569,NULL,7,7,NULL
20651,1902,19,19,NULL
3104,NULL,14,14,1414
5019,NULL,14,14,1415
5268,NULL,14,14,1406
7183,NULL,14,14,1425
7432,NULL,3,3,NULL
9347,NULL,10,10,NULL
2463,NULL,14,14,1404
4627,NULL,14,14,1440
6791,NULL,14,14,1486
15447,1953,19,19,NULL
17611,NULL,1,1,NULL
1945,NULL,14,14,1469
11431,NULL,14,14,1431
14348,NULL,1,1,NULL
16340,1920,19,19,NULL
19257,NULL,7,7,NULL
47,NULL,14,14,1442
926,NULL,14,14,1457
10412,NULL,5,5,NULL
15367,1953,19,19,NULL
17359,NULL,18,18,NULL
18238,NULL,15,15,NULL
1066,NULL,14,14,1438
4484,NULL,14,14,1421
6476,NULL,14,14,1419
16386,1920,19,19,NULL
21796,1904,19,19,NULL
548,NULL,14,14,1459
2085,NULL,14,14,1469
7495,NULL,3,3,NULL
12450,NULL,13,13,NULL
17860,1909,19,19,NULL
4438,NULL,14,14,1465
8938,1919,19,19,NULL
10930,NULL,16,16,NULL
19758,NULL,7,7,NULL
21750,1904,19,19,NULL
5002,NULL,14,14,1415
6336,NULL,14,14,1481
12828,1915,19,19,NULL
15822,1953,19,19,NULL
22314,1901,19,19,NULL
2400,NULL,14,14,1469
3482,NULL,14,14,1430
8892,1919,19,19,NULL
14302,NULL,1,1,NULL
17720,NULL,1,1,NULL
18802,1909,7,7,NULL
19712,NULL,7,7,NULL
20794,1951,19,19,NULL
2964,NULL,14,14,1442
4956,NULL,14,14,1441
8374,NULL,2,2,NULL
13784,NULL,6,6,NULL
14866,NULL,12,12,NULL
20276,1914,19,19,NULL
611,NULL,14,14,1458
4939,NULL,14,14,1415
7856,NULL,11,11,NULL
8437,NULL,2,2,NULL
12765,1915,19,19,NULL
17923,NULL,18,18,NULL
20840,1951,19,19,NULL
22251,1901,19,19,NULL
3920,NULL,14,14,1427
4547,NULL,14,14,1448
8875,1919,19,19,NULL
16904,1952,19,19,NULL
21232,1922,19,19,NULL
21859,1908,19,19,NULL
7558,NULL,11,11,NULL
11886,NULL,14,14,1431
12968,1915,19,19,NULL
1003,NULL,14,14,1456
8577,NULL,2,2,NULL
863,NULL,14,14,1456
3027,NULL,14,14,1414
6021,NULL,14,14,1406
7355,NULL,8,8,NULL
10349,NULL,5,5,NULL
12513,NULL,13,13,NULL
13847,NULL,6,6,NULL
16841,NULL,18,18,NULL
18175,1909,19,19,NULL
20339,1914,19,19,NULL
9957,NULL,5,5,NULL
14285,NULL,1,1,NULL
16449,1909,19,19,NULL
20777,1951,19,19,NULL
22111,1901,19,19,NULL
565,NULL,14,14,1459
3419,NULL,14,14,1423
4501,NULL,14,14,1421
8829,1919,19,19,NULL
9911,1919,19,19,NULL
10993,NULL,16,16,NULL
14239,NULL,1,1,NULL
15321,1953,19,19,NULL
16403,1920,19,19,NULL
20731,1902,19,19,NULL
21813,1902,19,19,NULL
3356,NULL,14,14,1430
10020,1919,19,19,NULL
12012,NULL,14,14,1429
18676,1920,19,19,NULL
20668,1902,19,19,NULL
4375,NULL,14,14,1440
6084,NULL,14,14,1435
13031,1915,19,19,NULL
14740,NULL,12,12,NULL
2148,NULL,14,14,1469
5394,NULL,14,14,1406
10804,NULL,16,16,NULL
14050,NULL,6,6,NULL
110,NULL,14,14,1442
6602,NULL,14,14,1420
8766,1919,19,19,NULL
13266,NULL,17,17,NULL
15258,NULL,12,12,NULL
15430,1953,19,19,NULL
17422,NULL,18,18,NULL
21922,1908,19,19,NULL
674,NULL,14,14,1456
2838,NULL,14,14,1404
9330,NULL,10,10,NULL
11494,NULL,14,14,1431
17986,NULL,1,1,NULL
20150,1914,19,19,NULL
16638,1920,19,19,NULL
19884,1909,19,19,NULL
22048,1908,19,19,NULL
800,NULL,14,14,1456
1882,NULL,14,14,1468
4046,NULL,14,14,1410
7292,NULL,8,8,NULL
9456,NULL,9,9,NULL
10538,NULL,5,5,NULL
12702,1915,19,19,NULL
15948,1955,19,19,NULL
18112,NULL,1,1,NULL
19194,NULL,15,15,NULL
21358,1904,19,19,NULL
1192,NULL,14,14,1457
5520,NULL,14,14,1406
9848,NULL,9,9,NULL
14176,NULL,1,1,NULL
18504,NULL,15,15,NULL
22832,NULL,11,11,NULL
2211,NULL,14,14,1408
6539,NULL,14,14,1420
10867,NULL,16,16,NULL
15195,NULL,12,12,NULL
19523,NULL,7,7,NULL
1129,NULL,14,14,1438
3293,NULL,14,14,1430
5457,NULL,14,14,1406
7621,NULL,11,11,NULL
9785,NULL,9,9,NULL
11949,NULL,14,14,1429
14113,NULL,1,1,NULL
16277,1955,19,19,NULL
18441,NULL,15,15,NULL
737,NULL,14,14,1456
1819,1921,19,19,NULL
2901,NULL,14,14,1442
3983,NULL,14,14,1410
5065,NULL,14,14,1415
6147,NULL,14,14,1435
20213,1914,19,19,NULL
21295,1922,19,19,NULL
22377,1901,19,19,NULL
13721,NULL,6,6,NULL
14803,NULL,12,12,NULL
15885,1953,19,19,NULL
16967,1909,19,19,NULL
18049,NULL,1,1,NULL
19131,NULL,7,7,NULL
7229,NULL,14,14,1425
8311,NULL,2,2,NULL
9393,NULL,10,10,NULL
10475,NULL,5,5,NULL
11557,NULL,13,13,NULL
12639,NULL,6,6,NULL
12247,NULL,14,14,1434
13329,NULL,17,17,NULL
14411,NULL,12,12,NULL
15493,1952,19,19,NULL
16575,1920,19,19,NULL
17657,NULL,12,12,NULL
18739,1909,19,19,NULL
19821,NULL,7,7,NULL
20903,1904,19,19,NULL
21985,1908,19,19,NULL
783,NULL,14,14,1456
3700,NULL,14,14,1418
9273,NULL,10,10,NULL
12190,NULL,14,14,1405
17763,NULL,18,18,NULL
20680,1902,19,19,NULL
5051,NULL,14,14,1415
7922,NULL,2,2,NULL
13541,NULL,6,6,NULL
16412,1920,19,19,NULL
22031,1908,19,19,NULL
829,NULL,14,14,1456
6402,NULL,14,14,1420
6571,NULL,14,14,1420
12144,NULL,13,13,NULL
17809,NULL,12,12,NULL
2134,NULL,14,14,1469
5220,NULL,14,14,1429
7753,NULL,11,11,NULL
10839,NULL,16,16,NULL
22077,1908,19,19,NULL
22200,1901,19,19,NULL
16458,1952,19,19,NULL
952,NULL,14,14,1457
3531,NULL,14,14,1430
6525,NULL,14,14,1420
14938,NULL,12,12,NULL
15015,NULL,12,12,NULL
2180,NULL,14,14,1469
2303,NULL,14,14,1408
5174,NULL,14,14,1415
13664,NULL,6,6,NULL
16289,1955,19,19,NULL
3654,NULL,14,14,1418
3823,NULL,14,14,1427
6233,NULL,14,14,1435
14892,NULL,12,12,NULL
15061,NULL,12,12,NULL
2472,NULL,14,14,1404
4882,NULL,14,14,1415
5005,NULL,14,14,1415
13710,NULL,6,6,NULL
16243,1912,19,19,NULL
3362,NULL,14,14,1430
6279,NULL,14,14,1482
9611,NULL,9,9,NULL
14769,NULL,12,12,NULL
15184,NULL,12,12,NULL
17686,NULL,1,1,NULL
2426,NULL,14,14,1469
8045,NULL,2,2,NULL
10547,NULL,5,5,NULL
19406,NULL,7,7,NULL
21908,1908,19,19,NULL
660,NULL,14,14,1459
906,NULL,14,14,1457
8981,1921,19,19,NULL
12067,NULL,14,14,1405
12313,NULL,14,14,1434
15230,NULL,12,12,NULL
17640,NULL,1,1,NULL
20972,1951,19,19,NULL
5343,NULL,14,14,1406
13249,NULL,17,17,NULL
16704,1920,19,19,NULL
614,NULL,14,14,1438
6863,NULL,14,14,1433
9027,1921,19,19,NULL
12021,NULL,14,14,1429
17932,1909,19,19,NULL
20926,1922,19,19,NULL
1842,NULL,14,14,1469
7799,NULL,11,11,NULL
10793,NULL,16,16,NULL
