BlockCode,MaxAdDn,MaxAdUp,temp
60730191013162,75.0,12.0,0
60730191013163,100.0,22.0,0
60730191013164,50.0,7.0,0
60730191013165,50.0,7.0,0
60730191013166,37.0,5.5120000000000005,0
60730191013170,43.0,5.768,0
60730191013172,91.0,13.512,0
60730191013175,6.0,0.512,0
60730191013186,50.0,7.0,0
60730191014000,50.0,20.0,0
60730191014003,50.0,20.0,0
60730191014034,50.0,20.0,0
60730191014052,10.0,1.0,0
60730191031015,66.0,8.512,0
60730191031016,53.0,7.384,0
60730191031019,81.0,12.512,0
60730191031020,81.0,12.512,0
60730191031027,53.0,7.384,0
60730191031042,40.0,5.896,0
60730191031046,15.0,0.896,0
60730191031053,56.0,7.5120000000000005,0
60730191031054,81.0,12.512,0
60730191031059,24.0,1.28,0
60730191032000,75.0,12.0,0
60730191032027,50.0,7.0,0
60730191032036,100.0,22.0,0
60730191032040,75.0,12.0,0
60730191032047,100.0,22.0,0
60730191032050,100.0,22.0,0
60730191032051,75.0,12.0,0
60730191032053,6.0,0.512,0
60730191032059,75.0,12.0,0
60730191032063,103.0,22.384,0
60730191032065,100.0,22.0,0
60730191032068,75.0,12.0,0
60730191032077,6.0,0.512,0
60730191032089,68.0,10.768,0
60730191032104,75.0,12.0,0
60730191033000,34.0,2.2800000000000002,0
60730191033016,6.0,0.512,0
60730191033019,6.0,0.512,0
60730191033043,96.0,21.152,0
60730191033053,31.0,2.512,0
60730191033056,106.0,22.512,0
60730191051005,68.0,10.768,0
60730191051040,84.0,12.28,0
60730191052007,49.0,6.28,0
60730191052011,49.0,6.28,0
60730191052012,46.0,6.152,0
60730191052013,46.0,6.152,0
60730191052014,99.0,21.28,0
60730191052015,99.0,21.28,0
60730191052017,49.0,6.28,0
60730191052018,43.0,6.024,0
60730191052023,49.0,6.28,0
60730191052025,74.0,11.28,0
60730191052031,96.0,21.152,0
60730191052033,46.0,6.152,0
60730191052036,74.0,11.28,0
60730191052037,74.0,11.28,0
60730191052042,99.0,21.28,0
60730191052043,74.0,11.28,0
60730191052044,74.0,11.28,0
60730191052076,21.0,1.1520000000000001,0
60730191052080,46.0,6.152,0
60730191053005,75.0,12.0,0
60730191053007,75.0,12.0,0
60730191053020,10.0,1.0,0
60730191053023,10.0,1.0,0
60730191061000,10.0,1.0,0
60730191061008,10.0,1.0,0
60730191061034,10.0,1.0,0
60730191061055,18.0,0.768,0
60730191061061,56.0,7.5120000000000005,0
60730191061062,56.0,7.5120000000000005,0
60730191061065,43.0,6.024,0
60730191061067,71.0,11.152000000000001,0
60730191061068,46.0,6.152,0
60730191061069,37.0,5.5120000000000005,0
60730191061070,81.0,12.512,0
60730191061073,68.0,10.768,0
60730191061076,21.0,1.1520000000000001,0
60730191061081,81.0,12.512,0
60730191061084,81.0,12.512,0
60730191061085,81.0,12.512,0
60730191061086,81.0,12.512,0
60730191061088,56.0,7.5120000000000005,0
60730191061089,106.0,22.512,0
60730191061095,81.0,12.512,0
60730191061102,46.0,6.152,0
60730191061103,49.0,6.28,0
60730191061104,106.0,22.512,0
60730191061107,99.0,21.28,0
60730191062005,10.0,1.0,0
60730191062031,30.0,11.0,0
60730191062041,56.0,7.5120000000000005,0
60730191062046,56.0,7.5120000000000005,0
60730191062051,56.0,7.5120000000000005,0
60730191062052,78.0,12.384,0
60730191062055,53.0,7.384,0
60730191062059,81.0,12.512,0
60730191062068,81.0,12.512,0
60730191062070,81.0,12.512,0
60730191063000,106.0,22.512,0
60730191063002,78.0,12.384,0
60730191063003,41.0,3.512,0
60730191063005,4.5,0.512,0
60730191063008,74.0,11.28,0
60730191063013,31.0,2.512,0
60730191063015,41.0,3.512,0
60730191063020,28.0,2.384,0
60730191063023,7.5,0.64,0
60730191063025,43.0,5.768,0
60730191063033,75.0,12.0,0
60730191063048,12.268,1.512,0
60730191063049,13.0,0.984,0
60730191064000,106.0,22.512,0
60730191064001,56.0,7.5120000000000005,0
60730191064006,106.0,22.512,0
60730191064011,13.5,0.64,0
60730191064014,31.0,2.512,0
60730191064018,56.0,7.5120000000000005,0
60730191071006,10.0,1.0,0
60730191071020,56.0,7.5120000000000005,0
60730191071033,10.0,1.0,0
60730191071037,75.0,12.0,0
60730191071040,50.0,7.0,0
60730191071057,75.0,12.0,0
60730191071060,10.0,0.6,0
60730191071067,50.0,7.0,0
60730191071068,75.0,12.0,0
60730191071070,50.0,7.0,0
60730191071073,75.0,12.0,0
60730191071074,10.0,1.0,0
60730191071077,60.0,8.0,0
60730191071080,75.0,12.0,0
60730191071081,25.0,2.0,0
60730191071086,25.0,2.0,0
60730191071101,10.0,1.0,0
60730191071105,25.0,2.0,0
60730191071107,75.0,12.0,0
60730192032008,74.0,11.28,0
60730192071006,81.0,12.512,0
60730192071056,71.0,11.152000000000001,0
60730192071061,15.0,0.896,0
60730192071089,99.0,21.28,0
60730192071101,43.0,6.024,0
60730192081004,68.0,10.768,0
60730192081007,74.0,11.28,0
60730192081010,74.0,11.28,0
60730192081011,74.0,11.28,0
60730192081021,6.0,0.512,0
60730192081049,68.0,10.768,0
60730192081065,6.0,0.512,0
60730192081068,74.0,11.28,0
60730192082028,68.0,10.768,0
60730193031031,46.0,6.152,0
60730195021005,74.0,11.28,0
60730195032010,24.0,1.28,0
60730196022027,74.0,11.28,0
60730198053001,93.0,20.768,0
60730198063009,74.0,11.28,0
60730199051006,74.0,11.28,0
60730200132002,99.0,21.28,0
60730200133028,71.0,11.152000000000001,0
60730200172025,6.0,0.512,0
60730200201002,49.0,6.28,0
60730200201018,43.0,6.024,0
60730200201021,68.768,10.896,0
60730200252006,99.0,21.28,0
60730200252010,6.0,0.512,0
60730200273029,74.0,11.28,0
60730200291008,24.0,1.28,0
60730200291010,24.0,1.28,0
60730200291011,24.0,1.28,0
60730200291019,24.0,1.28,0
60730200291022,24.0,1.28,0
60730200291023,24.0,1.28,0
60730200291024,24.0,1.28,0
60730200291031,18.0,1.024,0
60730200291045,19.5,0.896,0
60730200292003,24.0,1.28,0
60730201031009,10.0,1.0,0
60730201031049,74.0,11.28,0
60730201032041,74.0,11.28,0
60730201032042,6.0,0.512,0
60730201033009,40.0,5.896,0
60730201033046,6.0,0.512,0
60730201052002,74.0,11.28,0
60730201052004,99.0,21.28,0
60730202023003,24.0,1.28,0
60730202023020,24.0,1.28,0
60730202023021,24.0,1.28,0
60730202023031,24.0,1.28,0
60730202023034,24.0,1.28,0
60730202023035,24.0,1.28,0
60730202142005,99.0,21.28,0
60730202142013,24.0,1.28,0
60730202142017,24.0,1.28,0
60730202142020,24.0,1.28,0
60730202142028,24.0,1.28,0
60730202142046,24.0,1.28,0
60730202143011,24.0,1.28,0
60730203041020,71.0,11.152000000000001,0
60730203044019,74.0,11.28,0
60730203044023,49.0,6.28,0
60730203044025,49.0,6.28,0
60730203044044,68.0,10.768,0
60730203061030,7.5,0.896,0
60730203061040,6.0,0.512,0
60730203061047,6.0,0.512,0
60730203061086,43.0,5.768,0
60730203061089,25.0,2.0,0
60730203071015,49.0,6.28,0
60730203071031,93.0,20.768,0
60730203072005,12.0,1.024,0
60730203072024,7.5,0.896,0
60730203072048,16.0,1.112,0
60730203072078,12.0,1.024,0
60730203072079,11.0,1.112,0
60730203082003,74.0,11.28,0
60730203091005,74.0,11.28,0
60730203091014,99.0,21.28,0
60730203091051,74.0,11.28,0
60730203092023,69.5,10.896,0
60730204012040,68.0,10.768,0
60730204012043,68.0,10.768,0
60730204012062,43.0,5.768,0
60730205001010,15.0,0.896,0
60730205002001,24.0,1.28,0
60730206022017,24.0,1.28,0
60730206022019,24.0,1.28,0
60730207062029,93.768,20.896,0
60730207063007,49.0,6.28,0
60730207063017,49.0,6.28,0
60730207071015,74.0,11.28,0
60730207091128,6.0,0.512,0
60730207091149,6.0,0.512,0
60730207091150,99.0,21.28,0
60730207091167,74.0,11.28,0
60730207091183,12.0,1.024,0
60730207101012,6.0,0.512,0
60730207101014,6.0,0.512,0
60730208011044,6.0,0.512,0
60730208011049,6.0,0.512,0
60730208012033,71.0,11.152000000000001,0
60730208013015,4.5,0.768,0
60730208052014,18.0,1.024,0
60730208052018,18.0,1.024,0
60730208061012,24.0,1.28,0
60730208061015,24.0,1.28,0
60730208063014,46.0,6.152,0
60730208071009,10.0,1.0,0
60730208071038,43.0,5.768,0
60730208071051,43.0,5.768,0
60730208071058,91.0,13.512,0
60730208071059,75.768,12.128,0
60730208071061,78.0,12.384,0
60730208071079,12.768,0.64,0
60730208071086,76.5,12.128,0
60730208071093,103.0,22.384,0
60730208071095,51.5,7.128,0
60730208071096,50.768,7.128,0
60730208071115,10.0,1.0,0
60730208071138,10.0,1.0,0
60730208071156,103.0,22.384,0
60730208091003,15.0,0.896,0
60730208091004,16.0,1.112,0
60730208091005,18.0,1.024,0
60730208091015,46.0,6.152,0
60730208092018,24.0,1.28,0
60730208092030,44.5,5.896,0
60730208092033,12.0,0.512,0
60730208092036,10.0,0.6,0
60730208092037,18.768,0.896,0
60730208093000,56.0,7.5120000000000005,0
60730208093005,46.0,6.152,0
60730208093008,71.0,11.152000000000001,0
60730208093009,46.0,6.152,0
60730208093010,71.0,11.152000000000001,0
60730208093026,103.0,22.384,0
60730208093027,78.0,12.384,0
60730208093028,78.0,12.384,0
60730208093029,50.768,7.128,0
60730208093046,50.768,7.128,0
60730208093047,53.0,7.384,0
60730208101003,10.0,1.0,0
60730208102010,6.5,0.728,0
60730208112018,68.0,10.768,0
60730209021000,10.0,1.0,0
60730209021165,24.0,24.0,0
60730209021168,24.0,24.0,0
60730209021236,15.0,0.896,0
60730209021285,9.0,0.896,0
60730209021287,31.0,2.152,0
60730209021288,33.0,24.896,0
60730209021289,33.0,24.896,0
60730209021295,24.0,24.0,0
60730209021296,50.0,7.0,0
60730209021301,24.0,24.0,0
60730209022015,4.5,0.768,0
60730209022016,18.0,1.024,0
60730209022052,24.0,1.28,0
60730209031026,114.0,7.0,0
60730209031036,139.0,9.0,0
60730209031059,149.0,10.0,0
60730209031061,10.0,1.0,0
60730209031090,16.0,1.512,0
60730209032015,10.0,1.0,0
60730209032076,10.0,1.0,0
60730209033134,10.0,1.0,0
60730209033141,10.0,1.0,0
60730209033168,10.0,1.0,0
60730209033196,10.0,1.0,0
60730209033240,6.0,0.768,0
60730209033278,9.0,0.896,0
60730209033283,6.0,0.768,0
60730209033290,9.0,0.896,0
60730209033327,8.0,0.984,0
60730209033348,10.0,1.0,0
60730209033349,10.0,1.0,0
60730209033375,16.0,1.512,0
60730209033403,139.0,9.0,0
60730209041000,19.0,1.896,0
60730209041001,10.0,1.0,0
60730209041007,9.0,0.896,0
60730209041030,18.0,1.024,0
60730209041054,204.5,15.512,0
60730209041055,200.0,15.0,0
60730209041056,200.0,15.0,0
60730209041057,200.0,15.0,0
60730209041058,215.768,16.728,0
60730209041059,10.0,1.0,0
60730209041063,200.0,15.0,0
60730209041069,200.0,15.0,0
60730209041070,200.0,15.0,0
60730209041071,200.0,15.0,0
60730209041072,200.0,15.0,0
60730209041073,200.0,15.0,0
60730209041075,200.0,15.0,0
60730209041079,200.0,15.0,0
60730209041080,200.0,15.0,0
60730209041089,200.0,15.0,0
60730209041155,200.0,15.0,0
60730209041159,31.0,2.512,0
60730209042004,212.0,16.024,0
60730209042008,228.0,17.024,0
60730209042009,208.0,15.984,0
60730209042011,209.0,15.896,0
60730209042012,209.0,15.896,0
60730209042016,212.0,16.024,0
60730209042018,9.0,0.896,0
60730209042019,13.0,0.984,0
60730209042020,216.0,16.112000000000002,0
60730209042021,209.0,15.896,0
60730209042022,212.0,16.024,0
60730209042023,208.0,15.984,0
60730209042024,209.0,15.896,0
60730209042025,209.0,15.896,0
60730209042026,9.0,0.896,0
60730209042027,12.0,1.024,0
60730209042029,206.0,15.768,0
60730209042031,18.0,1.024,0
60730209042032,231.0,17.512,0
60730209042035,31.0,2.512,0
60730209042037,209.0,15.896,0
60730209042068,231.0,17.512,0
60730209042070,200.0,15.0,0
60730209042082,209.0,15.896,0
60730209042086,219.0,16.896,0
60730209042087,200.0,15.0,0
60730209042089,9.0,0.896,0
60730209042090,200.0,15.0,0
60730209043000,231.0,17.512,0
60730209043004,200.0,15.0,0
60730209043007,216.0,16.112000000000002,0
60730209043010,31.0,2.512,0
60730209043011,24.0,1.28,0
60730209043014,31.0,2.512,0
60730209043016,24.0,1.28,0
60730209043017,24.0,1.28,0
60730209043018,24.0,1.28,0
60730209043021,231.0,17.512,0
60730209043023,31.0,2.512,0
60730209043025,31.0,2.512,0
60730209043028,241.0,18.512,0
60730209043030,31.0,2.512,0
60730209043032,31.0,2.512,0
60730209043033,31.0,2.512,0
60730209043036,31.0,2.512,0
60730209043038,24.0,1.28,0
60730209043039,224.0,16.28,0
60730209043040,224.0,16.28,0
60730209043041,24.0,1.28,0
60730209043042,224.0,16.28,0
60730209043043,24.0,1.28,0
60730209043044,31.0,2.512,0
60730209043047,18.0,1.024,0
60730209043049,218.0,16.024,0
60730209043050,209.0,15.896,0
60730209043051,13.0,0.984,0
60730209043052,212.0,16.024,0
60730209043053,213.0,15.984,0
60730209043055,209.0,15.896,0
60730209043056,212.0,16.024,0
60730209043057,209.0,15.896,0
60730209043059,13.0,0.984,0
60730209043061,218.0,16.024,0
60730209043063,24.0,1.28,0
60730209043064,24.0,1.28,0
60730209043065,24.0,1.28,0
60730209043066,224.0,16.28,0
60730209043072,31.0,2.512,0
60730209043073,18.0,1.024,0
60730209043074,200.0,15.0,0
60730209043076,9.0,0.896,0
60730209043081,13.0,0.984,0
60730209043086,9.0,0.896,0
60730209043090,10.0,1.0,0
60730210001073,200.0,15.0,0
60730210001142,10.0,1.0,0
60730210001238,10.0,1.0,0
60730210002010,200.0,15.0,0
60730210002043,200.0,15.0,0
60730210002044,200.0,15.0,0
60730210002045,200.0,15.0,0
60730210002046,200.0,15.0,0
60730210002047,200.0,15.0,0
60730210002048,200.0,15.0,0
60730210002049,200.0,15.0,0
60730210002050,200.0,15.0,0
60730210002052,200.0,15.0,0
60730210002062,200.0,15.0,0
60730210002063,200.0,15.0,0
60730210002064,200.0,15.0,0
60730210002065,200.0,15.0,0
60730210002066,200.0,15.0,0
60730210002067,200.0,15.0,0
60730210002069,200.0,15.0,0
60730210002070,200.0,15.0,0
60730210002072,200.0,15.0,0
60730210002075,200.0,15.0,0
60730210002080,210.0,16.0,0
60730210002083,200.0,15.0,0
60730210002084,200.0,15.0,0
60730210002085,200.0,15.0,0
60730210002086,200.0,15.0,0
60730210002087,210.0,16.0,0
60730210002088,200.0,15.0,0
60730210002089,200.0,15.0,0
60730210002091,200.0,15.0,0
60730210002092,200.0,15.0,0
60730210002093,200.0,15.0,0
60730210002094,200.0,15.0,0
60730210002095,200.0,15.0,0
60730210002096,200.0,15.0,0
60730210002097,200.0,15.0,0
60730210002098,200.0,15.0,0
60730210002100,200.0,15.0,0
60730210002102,200.0,15.0,0
60730210002103,200.0,15.0,0
60730210002104,200.0,15.0,0
60730210002109,200.0,15.0,0
60730210002110,200.0,15.0,0
60730210002112,200.0,15.0,0
60730210002113,200.0,15.0,0
60730210002114,200.0,15.0,0
60730210002115,200.0,15.0,0
60730210002116,200.0,15.0,0
60730210002118,200.0,15.0,0
60730210003001,200.0,15.0,0
60730210003005,200.0,15.0,0
60730210003009,200.0,15.0,0
60730210003015,200.0,15.0,0
60730210003016,200.0,15.0,0
60730210003017,200.0,15.0,0
60730210003020,210.0,16.0,0
60730210003022,210.0,16.0,0
60730210003023,200.0,15.0,0
60730210003024,200.0,15.0,0
60730210003025,200.0,15.0,0
60730210003026,200.0,15.0,0
60730210003027,200.0,15.0,0
60730210003031,200.0,15.0,0
60730210003032,210.0,16.0,0
60730210003033,200.0,15.0,0
60730210003035,200.0,15.0,0
60730210003036,200.0,15.0,0
60730210003037,200.0,15.0,0
60730210003038,200.0,15.0,0
60730210003039,200.0,15.0,0
60730210003040,200.0,15.0,0
60730210003044,200.0,15.0,0
60730210003045,200.0,15.0,0
60730210003046,200.0,15.0,0
60730210003047,200.0,15.0,0
60730210003048,200.0,15.0,0
60730210003049,200.0,15.0,0
60730210003050,200.0,15.0,0
60730210003051,200.0,15.0,0
60730210003053,200.0,15.0,0
60730210003054,200.0,15.0,0
60730210003056,200.0,15.0,0
60730210003060,200.0,15.0,0
60730210003061,200.0,15.0,0
60730210003062,200.0,15.0,0
60730210003063,200.0,15.0,0
60730210003065,200.0,15.0,0
60730210003068,200.0,15.0,0
60730210003069,200.0,15.0,0
60730210003071,200.0,15.0,0
60730210003073,200.0,15.0,0
60730210003095,200.0,15.0,0
60730210003100,200.0,15.0,0
60730210003106,200.0,15.0,0
60730210003107,200.0,15.0,0
60730210003108,200.0,15.0,0
60730210003109,200.0,15.0,0
60730210003111,200.0,15.0,0
60730210003112,200.0,15.0,0
60730210004012,200.0,15.0,0
60730210004021,210.0,16.0,0
60730210004022,200.0,15.0,0
60730210004025,210.0,16.0,0
60730210004026,200.0,15.0,0
60730210004027,200.0,15.0,0
60730210004033,200.0,15.0,0
60730210004034,200.0,15.0,0
60730210004035,200.0,15.0,0
60730210004036,200.0,15.0,0
60730210004037,200.0,15.0,0
60730210004044,200.0,15.0,0
60730211001089,31.0,2.512,0
60730211001091,28.0,2.384,0
60730211001134,10.0,1.0,0
60730211001139,31.0,2.512,0
60730211001143,31.0,2.512,0
60730211001144,21.0,1.1520000000000001,0
60730211001150,1.5,0.384,0
60730211001168,31.0,2.512,0
60730211001169,31.0,2.512,0
60730211002235,10.0,1.0,0
60730211002265,10.0,1.0,0
60730211002275,10.0,1.0,0
60730211002279,10.0,1.0,0
60730211002303,10.0,1.0,0
60730211002321,10.0,1.0,0
60730211002324,10.0,1.0,0
60730211002344,10.0,1.0,0
60730211002352,10.0,1.0,0
60730211002401,10.0,1.0,0
60730211003024,10.0,1.0,0
60730211003027,19.5,0.896,0
60730211003040,10.0,1.0,0
60730211003094,10.0,1.0,0
60730211003096,16.0,1.768,0
60730211003108,8.0,0.984,0
60730211003136,18.0,1.984,0
60730211003137,19.0,1.896,0
60730211003148,28.0,2.024,0
60730211003149,4.5,0.512,0
60730211003150,18.0,1.024,0
60730211003151,16.0,1.112,0
60730211003153,31.0,2.512,0
60730211003159,31.0,2.512,0
60730211003169,31.0,2.512,0
60730211003176,28.0,2.384,0
60730211003180,31.0,2.512,0
60730211003181,28.0,2.384,0
60730211003184,18.0,0.768,0
60730211003192,28.0,2.384,0
60730211003193,25.0,2.0,0
60730211003195,35.0,3.0,0
60730211003196,25.0,2.0,0
60730211003197,25.0,2.0,0
60730211003198,25.0,2.0,0
60730211003199,25.0,2.0,0
60730211003200,25.0,2.0,0
60730211003201,12.0,0.512,0
60730211003202,25.0,2.0,0
60730211003203,25.0,2.0,0
60730211003204,12.0,0.512,0
